trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,n_cases_hq_cohort_both_sexes,n_cases_hq_cohort_females,n_cases_hq_cohort_males,pops,num_pops,pops_pass_qc,num_pops_pass_qc,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,rhemc_25bin_50rv_h2_observed_AFR,rhemc_25bin_50rv_h2_observed_AMR,rhemc_25bin_50rv_h2_observed_CSA,rhemc_25bin_50rv_h2_observed_EAS,sldsc_25bin_h2_observed_EUR,rhemc_25bin_50rv_h2_observed_MID,rhemc_25bin_50rv_h2_observed_se_AFR,rhemc_25bin_50rv_h2_observed_se_AMR,rhemc_25bin_50rv_h2_observed_se_CSA,rhemc_25bin_50rv_h2_observed_se_EAS,sldsc_25bin_h2_observed_se_EUR,rhemc_25bin_50rv_h2_observed_se_MID,rhemc_25bin_50rv_h2_liability_AFR,rhemc_25bin_50rv_h2_liability_AMR,rhemc_25bin_50rv_h2_liability_CSA,rhemc_25bin_50rv_h2_liability_EAS,sldsc_25bin_h2_liability_EUR,rhemc_25bin_50rv_h2_liability_MID,rhemc_25bin_50rv_h2_liability_se_AFR,rhemc_25bin_50rv_h2_liability_se_AMR,rhemc_25bin_50rv_h2_liability_se_CSA,rhemc_25bin_50rv_h2_liability_se_EAS,sldsc_25bin_h2_liability_se_EUR,rhemc_25bin_50rv_h2_liability_se_MID,rhemc_25bin_50rv_h2_z_AFR,rhemc_25bin_50rv_h2_z_AMR,rhemc_25bin_50rv_h2_z_CSA,rhemc_25bin_50rv_h2_z_EAS,sldsc_25bin_h2_z_EUR,rhemc_25bin_50rv_h2_z_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR,lambda_gc_MID,phenotype_qc_AFR,phenotype_qc_AMR,phenotype_qc_CSA,phenotype_qc_EAS,phenotype_qc_EUR,phenotype_qc_MID,in_max_independent_set,filename,filename_tabix,aws_link,aws_link_tabix,wget,wget_tabix,md5_hex,size_in_bytes,md5_hex_tabix,size_in_bytes_tabix,trait_efos,trait_efo_terms,trait_efo_categories
icd10,I78,both_sexes,,,I78 Diseases of capillaries,truncated: true,NA,"Chapter IX Diseases of the circulatory system | I70-I79 Diseases of arteries, arterioles and capillaries | I78 Diseases of capillaries",803,434,369,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,419728,NA,NA,NA,NA,NA,5.00E-04,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,2.58E-02,NA,NA,NA,NA,NA,1.13E-01,NA,NA,NA,NA,NA,2.27E-01,NA,NA,NA,NA,NA,1.03E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-I78-both_sexes.tsv.bgz,icd10-I78-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I78-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I78-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I78-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I78-both_sexes.tsv.bgz.tbi,60d56762eeac951829b0203fc37bdbf9,536389893,87cee8e3c02197ce4ab738d4bf2e4ea2,1750747,EFO_0004264,vascular disease,Cardiovascular disease
icd10,I79,both_sexes,,,"I79 Disorders of arteries, arterioles and capillaries in diseases classified elsewhere",truncated: true,NA,"Chapter IX Diseases of the circulatory system | I70-I79 Diseases of arteries, arterioles and capillaries | I79 Disorders of arteries, arterioles and capillaries in diseases classified elsewhere",104,23,81,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,420427,NA,NA,NA,NA,NA,2.70E-03,NA,NA,NA,NA,NA,2.40E-03,NA,NA,NA,NA,NA,7.82E-01,NA,NA,NA,NA,NA,6.95E-01,NA,NA,NA,NA,NA,1.13E+00,NA,NA,NA,NA,NA,9.86E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-I79-both_sexes.tsv.bgz,icd10-I79-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I79-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I79-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I79-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I79-both_sexes.tsv.bgz.tbi,5540a0f288b898f1c049f18840dee8a2,511198927,88309acaea662db6ce07624cb66e0dcc,1749957,NA,NA,NA
icd10,I80,both_sexes,,,I80 Phlebitis and thrombophlebitis,truncated: true,NA,"Chapter IX Diseases of the circulatory system | I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified | I80 Phlebitis and thrombophlebitis",4886,2184,2702,NA,NA,NA,"AFR,CSA,EUR",3,,0,88,NA,52,NA,4746,NA,6548,NA,8824,NA,415785,NA,5.10E-01,NA,8.10E-02,NA,9.10E-03,NA,1.02E-01,NA,5.10E-02,NA,3.00E-03,NA,5.76E+00,NA,1.70E+00,NA,1.16E-01,NA,1.15E+00,NA,1.07E+00,NA,3.82E-02,NA,4.99E+00,NA,1.59E+00,NA,3.03E+00,NA,1.02E+00,NA,9.99E-01,NA,1.03E+00,NA,not_EUR_plus_1,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,FALSE,icd10-I80-both_sexes.tsv.bgz,icd10-I80-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I80-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I80-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I80-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I80-both_sexes.tsv.bgz.tbi,b8b47ed7ffe384c87107d9292abac136,1582434947,515b069a694bd5e97589460517608403,2046187,"EFO_1001395,HP_0004418","phlebitis,thrombophlebitis","Cardiovascular disease,Other trait"
icd10,I82,both_sexes,,,I82 Other venous embolism and thrombosis,truncated: true,NA,"Chapter IX Diseases of the circulatory system | I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified | I82 Other venous embolism and thrombosis",514,255,259,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,514,NA,NA,NA,NA,NA,420017,NA,NA,NA,NA,NA,1.10E-03,NA,NA,NA,NA,NA,2.10E-03,NA,NA,NA,NA,NA,8.20E-02,NA,NA,NA,NA,NA,1.57E-01,NA,NA,NA,NA,NA,5.24E-01,NA,NA,NA,NA,NA,1.02E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-I82-both_sexes.tsv.bgz,icd10-I82-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I82-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I82-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I82-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I82-both_sexes.tsv.bgz.tbi,0ac07ba40ea2381826ab1c347e8d8bc9,532301467,9e23c6021e3f12028507d32f44cbd690,1750654,EFO_0004286,venous thromboembolism,Cardiovascular disease
icd10,I83,both_sexes,,,I83 Varicose veins of lower extremities,truncated: true,NA,"Chapter IX Diseases of the circulatory system | I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified | I83 Varicose veins of lower extremities",12331,8006,4325,12148,7911,4237,"AFR,CSA,EUR",3,"AFR,EUR",2,89,NA,183,NA,12059,NA,6547,NA,8693,NA,408472,NA,5.21E-01,NA,6.19E-02,NA,2.25E-02,NA,1.02E-01,NA,4.50E-02,NA,4.70E-03,NA,5.83E+00,NA,5.07E-01,NA,1.46E-01,NA,1.14E+00,NA,3.68E-01,NA,3.05E-02,NA,5.11E+00,NA,1.38E+00,NA,4.79E+00,NA,1.00E+00,NA,1.01E+00,NA,1.11E+00,NA,PASS,NA,h2_z_insignificant,NA,PASS,NA,FALSE,icd10-I83-both_sexes.tsv.bgz,icd10-I83-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I83-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I83-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I83-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I83-both_sexes.tsv.bgz.tbi,6847e603f548c9efb23f81557f74fc85,1844616958,a40f9e35aef6973c27a84b92d9fac655,2143119,HP_0002619,Varicose veins,Other trait
icd10,I84,both_sexes,,,I84 Haemorrhoids,truncated: true,NA,"Chapter IX Diseases of the circulatory system | I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified | I84 Haemorrhoids",27894,14291,13602,NA,NA,NA,"AFR,AMR,CSA,EAS,EUR,MID",6,,0,441,82,654,228,26348,141,6195,898,8222,2481,394183,1458,2.61E-02,-1.06E+00,1.01E-01,4.78E-02,1.75E-02,2.73E-01,9.84E-02,3.45E-01,4.03E-02,1.22E-01,2.50E-03,1.03E-01,9.73E-02,-3.43E+00,3.54E-01,1.54E-01,6.77E-02,8.59E-01,3.67E-01,1.12E+00,1.41E-01,3.93E-01,9.67E-03,3.23E-01,2.65E-01,-3.07E+00,2.51E+00,3.93E-01,7.00E+00,2.66E+00,9.84E-01,1.00E+00,1.00E+00,1.01E+00,1.07E+00,1.05E+00,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,not_EUR_plus_1,h2_z_insignificant,FALSE,icd10-I84-both_sexes.tsv.bgz,icd10-I84-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I84-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I84-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I84-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I84-both_sexes.tsv.bgz.tbi,bee628adad6a16615c606f754409906c,2374242615,1338271df3990e9c9841fe4fc4a59acc,2247878,EFO_0009552,hemorrhoid,Cardiovascular disease
icd10,I85,both_sexes,,,I85 Oesophageal varices,truncated: true,NA,"Chapter IX Diseases of the circulatory system | I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified | I85 Oesophageal varices",649,225,424,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,649,NA,NA,NA,NA,NA,419882,NA,NA,NA,NA,NA,4.00E-04,NA,NA,NA,NA,NA,2.50E-03,NA,NA,NA,NA,NA,2.46E-02,NA,NA,NA,NA,NA,1.54E-01,NA,NA,NA,NA,NA,1.60E-01,NA,NA,NA,NA,NA,1.02E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-I85-both_sexes.tsv.bgz,icd10-I85-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I85-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I85-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I85-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I85-both_sexes.tsv.bgz.tbi,f3edb165846c96b2f986b22d6bcbeb2a,534398143,40a9abeea672ec56a6e8d11361d36371,1751030,EFO_0009545,esophageal varices,Digestive system disorder
icd10,I86,both_sexes,,,I86 Varicose veins of other sites,truncated: true,NA,"Chapter IX Diseases of the circulatory system | I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified | I86 Varicose veins of other sites",572,126,446,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,572,NA,NA,NA,NA,NA,419959,NA,NA,NA,NA,NA,3.40E-03,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,2.32E-01,NA,NA,NA,NA,NA,1.50E-01,NA,NA,NA,NA,NA,1.55E+00,NA,NA,NA,NA,NA,9.84E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-I86-both_sexes.tsv.bgz,icd10-I86-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I86-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I86-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I86-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I86-both_sexes.tsv.bgz.tbi,c21f23e7fd2fe1afd7b41724db1e2286,533256799,dae3d3ec3bf86168c08629d257d420b6,1750876,HP_0002619,Varicose veins,Other trait
icd10,I87,both_sexes,,,I87 Other disorders of veins,truncated: true,NA,"Chapter IX Diseases of the circulatory system | I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified | I87 Other disorders of veins",623,277,346,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,623,NA,NA,NA,NA,NA,419908,NA,NA,NA,NA,NA,2.50E-03,NA,NA,NA,NA,NA,2.30E-03,NA,NA,NA,NA,NA,1.59E-01,NA,NA,NA,NA,NA,1.46E-01,NA,NA,NA,NA,NA,1.09E+00,NA,NA,NA,NA,NA,9.78E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-I87-both_sexes.tsv.bgz,icd10-I87-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I87-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I87-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I87-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I87-both_sexes.tsv.bgz.tbi,395051708ecf4cd18244f1fb983515b1,534422482,2d8181e15c56979ef4adcf82b43066ac,1750849,EFO_0004264,vascular disease,Cardiovascular disease
icd10,I88,both_sexes,,,I88 Nonspecific lymphadenitis,truncated: true,NA,"Chapter IX Diseases of the circulatory system | I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified | I88 Nonspecific lymphadenitis",115,65,50,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,420416,NA,NA,NA,NA,NA,5.00E-03,NA,NA,NA,NA,NA,2.60E-03,NA,NA,NA,NA,NA,1.33E+00,NA,NA,NA,NA,NA,6.90E-01,NA,NA,NA,NA,NA,1.92E+00,NA,NA,NA,NA,NA,9.76E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-I88-both_sexes.tsv.bgz,icd10-I88-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I88-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I88-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I88-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I88-both_sexes.tsv.bgz.tbi,94ee1d243fff0e4335d71f2a0916d65d,512385612,c2309719ddb9985ac936646e7d66f91b,1749746,HP_0002840,lymphadenitis,Other trait
icd10,I89,both_sexes,,,I89 Other non-infective disorders of lymphatic vessels and lymph nodes,truncated: true,NA,"Chapter IX Diseases of the circulatory system | I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified | I89 Other non-infective disorders of lymphatic vessels and lymph nodes",948,567,381,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,948,NA,NA,NA,NA,NA,419583,NA,NA,NA,NA,NA,1.70E-03,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,7.66E-02,NA,NA,NA,NA,NA,9.91E-02,NA,NA,NA,NA,NA,7.73E-01,NA,NA,NA,NA,NA,1.02E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-I89-both_sexes.tsv.bgz,icd10-I89-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I89-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I89-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I89-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I89-both_sexes.tsv.bgz.tbi,6c80ac8eae7fd1ffe4318c0e4518227d,536887198,55257519d7dc11111a2b435f16305016,1750385,EFO_0007352,lymphatic system disease,Immune system disorder
icd10,I95,both_sexes,,,I95 Hypotension,truncated: true,NA,Chapter IX Diseases of the circulatory system | I95-I99 Other and unspecified disorders of the circulatory system | I95 Hypotension,7362,3423,3939,NA,NA,NA,"AFR,CSA,EUR",3,,0,84,NA,162,NA,7116,NA,6552,NA,8714,NA,413415,NA,-2.78E-01,NA,6.71E-02,NA,3.00E-03,NA,8.23E-02,NA,4.32E-02,NA,1.90E-03,NA,-3.25E+00,NA,5.99E-01,NA,2.83E-02,NA,9.61E-01,NA,3.86E-01,NA,1.79E-02,NA,-3.38E+00,NA,1.55E+00,NA,1.58E+00,NA,9.93E-01,NA,9.97E-01,NA,9.96E-01,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,FALSE,icd10-I95-both_sexes.tsv.bgz,icd10-I95-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I95-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I95-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I95-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I95-both_sexes.tsv.bgz.tbi,c1b727032327633980b8eeb36ada17a3,1607640083,a59d89a8a2cf7695a0d99789d96ef7de,2049685,EFO_0005251,hypotension,Cardiovascular disease
icd10,I97,both_sexes,,,"I97 Postprocedural disorders of circulatory system, not elsewhere classified",truncated: true,NA,"Chapter IX Diseases of the circulatory system | I95-I99 Other and unspecified disorders of the circulatory system | I97 Postprocedural disorders of circulatory system, not elsewhere classified",242,137,105,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,242,NA,NA,NA,NA,NA,420289,NA,NA,NA,NA,NA,2.90E-03,NA,NA,NA,NA,NA,2.30E-03,NA,NA,NA,NA,NA,4.07E-01,NA,NA,NA,NA,NA,3.23E-01,NA,NA,NA,NA,NA,1.26E+00,NA,NA,NA,NA,NA,9.88E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-I97-both_sexes.tsv.bgz,icd10-I97-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I97-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I97-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I97-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I97-both_sexes.tsv.bgz.tbi,c4ae8202fd4020385560526f635e7497,523038084,f3de10014df6b628b6e466d696e18683,1750203,NA,NA,NA
icd10,I98,both_sexes,,,I98 Other disorders of circulatory system in diseases classified elsewhere,truncated: true,NA,Chapter IX Diseases of the circulatory system | I95-I99 Other and unspecified disorders of the circulatory system | I98 Other disorders of circulatory system in diseases classified elsewhere,333,94,239,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,333,NA,NA,NA,NA,NA,420198,NA,NA,NA,NA,NA,3.00E-03,NA,NA,NA,NA,NA,2.40E-03,NA,NA,NA,NA,NA,3.22E-01,NA,NA,NA,NA,NA,2.57E-01,NA,NA,NA,NA,NA,1.25E+00,NA,NA,NA,NA,NA,9.78E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-I98-both_sexes.tsv.bgz,icd10-I98-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I98-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I98-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I98-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-I98-both_sexes.tsv.bgz.tbi,281f2235c9f443b9c1d9fea1402cd605,527030920,2f94c3307f270b4f80c5123981d9089c,1750438,EFO_0000319,cardiovascular disease,Other disease
icd10,J01,both_sexes,,,J01 Acute sinusitis,truncated: true,NA,Chapter X Diseases of the respiratory system | J00-J06 Acute upper respiratory infections | J01 Acute sinusitis,219,134,85,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,219,NA,NA,NA,NA,NA,420312,NA,NA,NA,NA,NA,5.00E-04,NA,NA,NA,NA,NA,2.10E-03,NA,NA,NA,NA,NA,7.64E-02,NA,NA,NA,NA,NA,3.21E-01,NA,NA,NA,NA,NA,2.38E-01,NA,NA,NA,NA,NA,9.95E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-J01-both_sexes.tsv.bgz,icd10-J01-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-J01-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-J01-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-J01-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-J01-both_sexes.tsv.bgz.tbi,8ee3a48d69d5d4330a7d1511f6df9fd4,521627726,e156eb91b6876d9f1b0583c4b0559bda,1750208,EFO_0007486,sinusitis,Other disease
icd10,J02,both_sexes,,,J02 Acute pharyngitis,truncated: true,NA,Chapter X Diseases of the respiratory system | J00-J06 Acute upper respiratory infections | J02 Acute pharyngitis,1056,589,467,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,1056,NA,NA,NA,NA,NA,419475,NA,NA,NA,NA,NA,2.40E-03,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,9.90E-02,NA,NA,NA,NA,NA,9.08E-02,NA,NA,NA,NA,NA,1.09E+00,NA,NA,NA,NA,NA,9.94E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-J02-both_sexes.tsv.bgz,icd10-J02-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-J02-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-J02-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-J02-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-J02-both_sexes.tsv.bgz.tbi,80c768c893b572f0a6c42ea168193cb7,538660121,382f9d6f73b3d6131398e7345ed32a8f,1750967,EFO_0009657,acute pharyngitis,Other disease
icd10,J03,both_sexes,,,J03 Acute tonsillitis,truncated: true,NA,Chapter X Diseases of the respiratory system | J00-J06 Acute upper respiratory infections | J03 Acute tonsillitis,623,356,267,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,623,NA,NA,NA,NA,NA,419908,NA,NA,NA,NA,NA,-3.00E-04,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,-1.91E-02,NA,NA,NA,NA,NA,1.40E-01,NA,NA,NA,NA,NA,-1.36E-01,NA,NA,NA,NA,NA,9.75E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-J03-both_sexes.tsv.bgz,icd10-J03-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-J03-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-J03-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-J03-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-J03-both_sexes.tsv.bgz.tbi,ea0d76b937504d5e3d3dff63c3a85855,534362843,c9527bc8bc85b73c4f26773ca6e3f537,1750877,HP_0011110,recurrent tonsillitis,Other trait
